"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0051963","GO:0051963","regulation of synapse assembly",169,0.479987054825795,2.06389119012157,1.02018386822772e-08,1.78985591992397e-06,1.54459417242197e-06,8344,"tags=46%, list=24%, signal=35%","4131/26280/1949/8128/84189/347731/6092/54413/114798/7474/2047/5021/26045/64084/387804/627/9113/57622/4915/41/339398/22865/26999/5818/4139/79414/26050/8825/139065/23316/23767/57502/2045/54674/144165/2895/9844/158038/57463/145581/347730/57555/57633/5789/577/23768/57524/2048/25945/23096/9201/869/94030/1141/80823/9378/654429/11141/9379/23394/84687/22883/57142/10280/6616/4038/22871/9419/8321/55737/55619/54862/51248/7476/1108/1946/29904/27067"
"GO:0001508","GO:0001508","action potential",174,0.48451293222064,2.08256638665094,1.09636705523854e-08,1.87152819483421e-06,1.61507499630872e-06,8695,"tags=56%, list=25%, signal=42%","3747/3743/3737/6323/2741/93107/6334/2257/3736/3788/610/948/10021/3746/6330/7533/859/6327/51305/55800/3748/3777/1137/2702/6262/857/3760/3785/6335/9472/4915/6326/3786/6324/3739/3741/29119/287/81033/10052/4897/288/8506/6508/9312/5774/3759/801/6548/23327/488/781/3767/4693/3757/3745/7531/57369/30819/6546/23630/808/3752/6869/9722/477/2898/3751/1812/348980/3728/2890/1829/1141/8913/481/3755/4204/785/6331/3781/6543/27012/2629/3787/11280/9096/6328/783/3776/7871/2852/3754/9631/1756/3742/6647/170850"
"GO:0006119","GO:0006119","oxidative phosphorylation",145,0.508859306328463,2.12945970453539,1.36415576529211e-08,2.26737047725921e-06,1.95667549935805e-06,1264,"tags=10%, list=4%, signal=9%","4508/4535/4509/4538/4539/4536/4514/4519/4537/4541/4513/4512/4540/79085"
"GO:0006936","GO:0006936","muscle contraction",355,0.388052182947975,1.79357119690438,1.41025595244867e-08,2.28389143478611e-06,1.97093261046673e-06,6316,"tags=30%, list=18%, signal=25%","4632/4620/4633/4619/100507537/58/8048/7138/29895/4626/6323/10398/4625/23676/7136/2741/93649/3352/6334/5566/2257/6338/3736/8557/59/10021/4762/6330/1813/7135/859/442721/6327/497189/55800/2775/2702/5021/6262/857/3760/6335/6326/4624/1837/6324/1129/1113/6769/3741/29119/7140/287/28954/493/10052/140947/23336/4622/9312/487/6865/10911/323/6547/80763/255743/147/407034/3759/801/6548/23327/782/154/488/781/25802/3757/30820/29767/8735/30819/1674/6546/23630/808/3752/1907/6869/9722/477/9127/6870/3751/5910/1812/3728/1410/30845/1829/5592/5350/1909/1141/309/8913"
"GO:0050770","GO:0050770","regulation of axonogenesis",143,0.496848959954169,2.07684587401306,1.51146294647622e-08,2.38659999248595e-06,2.05956714127733e-06,8586,"tags=48%, list=25%, signal=36%","5458/4747/57611/7070/4131/1826/3897/1949/5979/7224/374946/1600/6092/114798/7474/5454/4137/627/1630/4915/7143/2043/6474/23105/5062/2045/2932/2664/4135/6696/80031/659/7504/57463/6900/3984/9856/2011/5058/9175/57698/8831/5048/6792/2048/9037/1123/10371/4168/80128/23394/1020/53335/57142/4038/2909/1982/4133/4099/5063/2335/7476/79006/1946/6091/51199/26230/1954/65078"
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport",97,0.565440301014742,2.23421729462848,2.31717130642526e-08,3.32619408440499e-06,2.87040981451436e-06,997,"tags=11%, list=3%, signal=11%","4535/4538/4539/4536/4514/4519/4537/4541/4513/4512/4540"
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport",97,0.565440301014742,2.23421729462848,2.31717130642526e-08,3.32619408440499e-06,2.87040981451436e-06,997,"tags=11%, list=3%, signal=11%","4535/4538/4539/4536/4514/4519/4537/4541/4513/4512/4540"
"GO:0050890","GO:0050890","cognition",322,0.396581956033603,1.8179605077661,2.18789864073147e-08,3.32619408440499e-06,2.87040981451436e-06,7241,"tags=39%, list=21%, signal=31%","10716/5582/4130/2902/340595/2904/25769/84630/11202/2903/1996/266977/6356/4762/1813/23236/431707/57144/497189/6860/729956/25946/54413/5080/1137/114/196500/5021/64084/1816/50944/139411/26047/65009/4137/100132074/4915/41/4297/23542/6326/7143/57512/23385/23208/23316/57502/2033/80863/140947/1956/11170/2558/5649/5575/4986/8867/6865/56924/4311/6532/814/6547/7846/84502/6900/10752/4761/55084/143941/2915/5923/2334/84152/4923/6285/55902/577/29767/8554/590/85461/10882/8831/5048/2048/2925/1524/6869/477/22849/9369/7054/8516/22941/1812/81832/27087/2890/5803/7248/5350/1141/80823/5532/9378/7122/2778/9379/4204/1979/55450/23394/84687/1620/4763/1385/1020/8326/3269/55636/6616/338811/6543"
"GO:0010975","GO:0010975","regulation of neuron projection development",445,0.362153223160347,1.69576144043288,2.2954918348026e-08,3.32619408440499e-06,2.87040981451436e-06,8527,"tags=38%, list=25%, signal=29%","10716/5458/4747/6014/57611/11075/7070/112755/91752/4131/2056/10690/1826/1996/3897/349667/1270/1949/124925/4858/7533/5979/7224/374946/1600/2931/6092/6695/5080/114798/56896/7474/57520/120114/23072/5454/57554/482/65009/4137/23413/4916/627/1630/27124/2670/4915/7143/9760/2043/6324/4139/1608/85442/6474/23105/26115/6422/23316/5062/50487/2045/2033/652991/2932/26052/2664/4897/4135/5649/6696/80031/2895/80725/5800/6376/659/23271/440730/7504/57463/9912/80258/55714/238/6900/23327/3984/23251/9856/9638/2042/4086/2011/5058/23242/9175/5789/7779/577/57698/1400/8831/29993/5048/114788/163404/79625/6792/2048/9037/55704/1123/10371/55605/347733/4168/80128/51657/57118/1141/80823/547/9863/11141/4193/816/23394/22876/1020/23043/53335/57142/10152/22854/6616/4038/22871/8321/22891/2909/1982/4921/4133/4099/170506/8851/5063/2335/7476/1272/4756/9860/79006/84709/1946/1523/29904/51761/6423/27067/6091/51199/26230/1954/1756/158866"
"GO:0050851","GO:0050851","antigen receptor-mediated signaling pathway",212,-0.48203157997573,-1.89291682933226,2.76761802816657e-08,3.88450565908891e-06,3.35221664323895e-06,5173,"tags=28%, list=15%, signal=24%","84433/695/4792/79037/54900/55024/3783/84807/7805/3551/5788/5777/54718/2355/7462/79908/2213/919/153579/6967/4068/406953/926/952/3932/257144/971/89857/50852/930/3702/11006/53347/3502/54923/940/3497/9473/6966/28639/640/257101/915/9840/27040/973/80149/7535/1236/931/1493/28834/26228/3539/28526/3542/3507/115352/3495"
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process",110,0.536815851292698,2.16371629031563,4.04335270451139e-08,5.55169906123781e-06,4.79095659129519e-06,997,"tags=9%, list=3%, signal=9%","4508/4535/4509/3948/4538/4539/4536/4537/4541/4540"
"GO:1901888","GO:1901888","regulation of cell junction assembly",267,0.413388135736105,1.86217563684797,4.16530432284503e-08,5.59746002193388e-06,4.83044698402947e-06,7936,"tags=38%, list=23%, signal=29%","2039/347/6910/1830/7070/4131/5566/9076/26280/1949/8128/84189/347731/6092/54413/114798/7474/2047/5021/26045/64084/387804/26047/857/627/9113/57622/4915/41/339398/22865/26999/5818/4139/79414/26050/8825/139065/6422/23316/23767/57502/2045/54674/144165/3791/11170/151306/2895/9844/7855/7082/158038/57463/145581/6548/347730/57555/2042/4653/187/57633/5789/577/23768/57524/2048/25945/23096/9201/869/94030/7248/1141/80823/9378/654429/11141/7122/9379/406934/23394/84687/1845/22883/57142/79834/10280/6616/4038/22871/9419/8321/55737/342184/5879/55619/54862/51248/7476/1108"
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis",237,0.421073977678225,1.87569381125109,9.88454876654337e-08,1.30064187519767e-05,1.12241652441144e-05,6269,"tags=31%, list=18%, signal=26%","51299/5458/127833/57611/6469/151835/4131/1826/3897/6356/6299/8128/7224/374946/6860/54413/114798/7474/59284/114804/4137/8936/627/1630/6662/10439/7143/26999/85407/23105/23025/6422/3975/23767/343472/2045/144165/84258/113622/2932/2664/4897/6696/80031/659/7481/5523/56924/23327/6456/3984/9856/6285/23242/2246/9175/57698/401135/5048/22999/25942/6792/9037/1907/10371/9201/9962/80128/6928/8437/5592/1909/9576/5532"
"GO:0016358","GO:0016358","dendrite development",242,0.416416162328922,1.85676501286713,1.23651928163512e-07,1.59384811894029e-05,1.37544507847619e-05,8344,"tags=43%, list=24%, signal=33%","4130/4131/1826/1996/124925/7533/7224/1600/56896/57520/120114/23072/2047/50944/1630/100132074/221692/23542/51473/3558/51412/2043/4139/9922/26050/1608/85442/23105/26115/23316/5062/144165/652991/2932/26052/4135/5649/80725/23271/9912/238/4205/23327/9856/57555/4086/23242/5789/4693/7779/577/116443/23613/8831/29993/5048/114788/25830/6792/2048/80243/22849/10371/9201/8976/4168/8609/815/5592/57118/1141/80823/6801/2861/547/11141/4204/816/50807/84687/1020/23043/53335/10152/57626/4038/22871/582/1501/22891/1982/4133/170506/8851/5063/1139/55619/54862/54149/7476/4147/84709/1523/29904/27067"
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process",109,0.537289048093032,2.15981125734159,1.54713847852992e-07,1.954345326079e-05,1.68654379827957e-05,997,"tags=9%, list=3%, signal=9%","4508/4535/4509/3948/4538/4539/4536/4537/4541/4540"
"GO:0016079","GO:0016079","synaptic vesicle exocytosis",101,0.541407188611708,2.15809007856984,1.81374041384862e-07,2.24619303017017e-05,1.93839997170447e-05,8157,"tags=50%, list=23%, signal=38%","22987/3351/5582/127833/6853/10815/5864/112755/27445/22895/9066/9900/6860/5030/9143/6861/57586/9498/23208/23025/6812/84961/9581/8867/10814/8618/440279/23396/488/5028/22999/5413/9783/5579/9501/91683/785/134957/6844/1020/143425/6616/22871/9885/9342/8573/7476/28964/200933/9751"
"GO:0002697","GO:0002697","regulation of immune effector process",404,-0.405946788584031,-1.6930309299049,1.88811282557554e-07,2.29333088583367e-05,1.97907858518829e-05,8122,"tags=34%, list=23%, signal=27%","9188/3663/3383/8832/3684/4092/3071/6850/4049/56833/51043/79671/684/6813/10417/6375/958/259197/6810/51237/64332/5950/3594/115004/3606/2867/51561/11035/604/2625/10459/2125/3592/84868/8673/10865/80328/3822/100141515/3593/5027/2865/6280/284/100507436/4843/11326/695/78989/54795/2529/3726/64127/6776/84807/56253/7805/7133/5788/3689/5777/7409/201294/3718/2242/30817/177/11213/387837/8807/2213/9437/3458/7293/4068/2209/10538/2624/79132/5225/8809/2294/2219/146850/3824/3821/64170/8547/10392/3596/2268/6363/22914/3566/3554/114548/2623/100528032/84787/11006/8013/114836/940/51744/941/3263/912/6372/3820/5105/10225/3598/3575/90865/257101/3569/924/5133/8764/969/3553/3823/2208/116449/23529/8302/117157/80149/64581/30009/6504/3929/354/909/26228/81607/10859/115352/336"
"GO:0051965","GO:0051965","positive regulation of synapse assembly",66,0.61604695687864,2.28715984651644,2.47669165839257e-07,2.95146877630329e-05,2.54703265286131e-05,8344,"tags=65%, list=24%, signal=50%","8128/84189/347731/54413/114798/2047/5021/26045/64084/387804/627/4915/339398/22865/26050/139065/23316/23767/54674/2895/158038/57463/347730/57555/57633/5789/577/23768/2048/23096/869/94030/80823/9378/654429/11141/23394/22883/22871/7476/1946/29904/27067"
"GO:1990138","GO:1990138","neuron projection extension",169,0.448981873970437,1.93057234543164,3.4334691151198e-07,3.98827608219669e-05,3.4417675333513e-05,8118,"tags=40%, list=23%, signal=31%","51299/5458/127833/57611/151835/4131/1826/3897/8128/7224/374946/6860/54413/114798/7474/59284/114804/4137/8936/10439/7143/26999/23025/23767/343472/144165/84258/2932/2664/4897/80031/659/56924/23327/6456/3984/9856/6285/9175/57698/401135/5048/22999/25942/6792/9037/1907/10371/9201/9962/80128/8437/1909/9576/5532/4204/23394/1020/53335/57142/8239/1982/4133/4099/91584/2335/79594/10631"
"GO:0002443","GO:0002443","leukocyte mediated immunity",464,-0.392570307218583,-1.65401791898992,3.47300798798001e-07,3.98827608219669e-05,3.4417675333513e-05,6266,"tags=33%, list=18%, signal=27%","10417/6375/730/28385/958/259197/6810/914/1610/64332/5319/3594/28392/3606/939/51561/11035/604/28442/2625/10459/3592/84868/100431172/81622/8673/387695/10865/8284/80328/3822/100141515/3593/5027/57289/100507436/4843/695/54795/2529/54210/64127/28394/2212/56253/7133/28388/5788/3689/5777/7409/28395/201294/3718/9103/2242/7462/30817/177/387837/8807/2213/3002/9437/10312/4068/2209/10538/2624/284021/2210/4818/28445/8809/2294/146850/3824/5729/3821/64170/3560/3596/2268/1439/22914/5551/3566/3554/114548/930/2623/326/100528032/84787/11006/3502/8013/114836/940/3543/941/3263/3497/912/3004/3665/6372/57823/3820/10225/619207/3598/28467/28450/3575/732/27040/3569/924/5133/3553/3823/733/2208/401258/116449/23529/8302/117157/6348/64581/30009/6504/28834/909/26228/3539/28451/28447/64005/81607/3542/28426/3578/387836/10859/28432/171389/28412/28414/28464/3495"
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process",115,0.516389913825405,2.09790191986882,3.63983816919888e-07,4.10521747797503e-05,3.54268459400598e-05,997,"tags=9%, list=3%, signal=8%","4508/4535/4509/3948/4538/4539/4536/4537/4541/4540"
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process",123,0.498284525193538,2.04239212867081,3.89287408005044e-07,4.31357766484186e-05,3.7224934416438e-05,997,"tags=8%, list=3%, signal=8%","4508/4535/4509/3948/4538/4539/4536/4537/4541/4540"
"GO:0021543","GO:0021543","pallium development",191,0.430269705861005,1.87420141070296,4.12731521762355e-07,4.49450395077765e-05,3.87862762193371e-05,8445,"tags=38%, list=24%, signal=29%","10716/4747/3737/4142/429/3736/26468/23236/8941/1600/63974/5080/5629/8320/196500/5454/26047/79969/4915/221692/6326/5455/5079/2044/493/2932/7280/1956/5649/57178/7545/89927/7846/238/306/9638/170302/3400/54820/7531/2737/5048/6715/166614/63950/10579/7054/347733/3361/1812/2890/79633/7248/4967/8648/4204/84687/4763/1020/57142/100996763/2018/1746/582/3362/8851/4009/200933/84709/9215/83696/6091/471"
"GO:0048588","GO:0048588","developmental cell growth",230,0.406331320294658,1.79707074303291,4.49521845319323e-07,4.81216944921499e-05,4.15276380921223e-05,6269,"tags=30%, list=18%, signal=25%","51299/5458/127833/57611/151835/4131/1826/3897/8128/859/7224/374946/6860/2931/54413/114798/3479/7474/59284/114804/4137/8936/627/1630/9472/6662/10439/7143/26999/7373/23105/23025/23767/343472/2045/144165/84258/2932/2664/4897/6696/80031/659/56924/23327/6456/3984/9856/6285/23242/9175/57698/401135/5048/22999/25942/6792/9037/1907/8470/10371/9201/668/9962/80128/8437/5592/1909/9576/5532"
"GO:0060047","GO:0060047","heart contraction",248,0.398084322301587,1.78362213598448,5.47941258101333e-07,5.7679949769467e-05,4.97761374464685e-05,6553,"tags=36%, list=19%, signal=30%","4633/8048/6910/186/6323/4625/492/7136/6334/5566/2257/8557/10021/6330/1813/7135/859/6327/2931/55800/2775/491/2702/482/6262/857/3760/6335/100506013/6326/4624/6324/1129/1113/6474/3741/552/29119/287/81033/493/10052/478/1573/6508/487/8862/6547/80763/147/3670/407034/3759/4205/801/6548/23327/23493/488/781/3757/30820/7531/30819/1674/6546/23630/808/3752/10659/1907/2627/9722/477/140/6870/7054/3751/137868/3728/30845/1829/5350/1909/10699/8913/481/55328/3320/4193"
"GO:0070252","GO:0070252","actin-mediated cell contraction",115,0.5105661321618,2.07424204114953,6.18393817400341e-07,6.29963766242025e-05,5.43640608913237e-05,5520,"tags=37%, list=16%, signal=31%","4632/4620/29895/4626/6323/4625/6334/2257/59/10021/6330/859/6327/55800/2702/6262/857/3760/6335/6326/4624/6324/3741/29119/287/10052/4622/487/54749/3759/6548/23327/9839/488/781/3757/57698/7798/23630/3752/9722/477"
"GO:0002449","GO:0002449","lymphocyte mediated immunity",365,-0.405763248366386,-1.67345265425365,6.17379180100658e-07,6.29963766242025e-05,5.43640608913237e-05,6266,"tags=31%, list=18%, signal=26%","939/51561/11035/604/28442/2625/10459/3592/84868/100431172/81622/10865/8284/80328/3822/100141515/3593/5027/57289/100507436/695/54795/2529/64127/28394/2212/56253/7133/28388/5788/5777/7409/28395/201294/9103/177/387837/8807/2213/3002/9437/10312/4068/2209/10538/2210/4818/28445/8809/146850/3824/3821/64170/3560/1439/22914/5551/3566/3554/114548/930/326/100528032/84787/11006/3502/114836/940/3543/941/3263/3497/912/3004/3665/57823/3820/10225/619207/3598/28467/28450/3575/732/3569/924/5133/3553/3823/733/2208/116449/23529/8302/117157/30009/6504/28834/909/3539/28451/28447/64005/81607/3542/28426/3578/387836/10859/28432/28412/28414/28464/3495"
"GO:0022904","GO:0022904","respiratory electron transport chain",113,0.504255885438399,2.04093381849316,6.51324665705861e-07,6.52978823587019e-05,5.63501941357552e-05,997,"tags=10%, list=3%, signal=9%","4535/4538/4539/4536/4514/4519/4537/4541/4513/4512/4540"
"GO:0097530","GO:0097530","granulocyte migration",146,-0.505585666576791,-1.90505815589907,6.79771604774796e-07,6.68721085088088e-05,5.7708706019568e-05,7827,"tags=39%, list=23%, signal=30%","3071/6850/56833/6355/120425/6375/6360/5319/6366/1800/51561/5196/719/6370/7057/57580/4192/6280/1906/2529/54210/64127/1240/3689/7409/728/30817/407008/10563/7130/6363/3554/59341/27202/5657/2813/6372/3627/5734/4283/6347/255231/6352/3553/101/5197/6348/2921/6504/1236/3929/6374/100130520/6351/6288/3576/6354"
"GO:0008016","GO:0008016","regulation of heart contraction",208,0.427585190655202,1.86910365151276,6.88202509986158e-07,6.68721085088088e-05,5.7708706019568e-05,6553,"tags=38%, list=19%, signal=31%","4633/8048/6910/186/4625/492/5566/10021/6330/1813/859/6327/2931/55800/2775/491/2702/482/6262/857/3760/100506013/4624/6324/1129/1113/6474/3741/552/29119/287/81033/493/10052/478/1573/6508/487/8862/6547/80763/147/3670/407034/3759/4205/801/6548/23493/488/781/3757/30820/7531/30819/1674/6546/23630/808/3752/10659/1907/9722/477/140/6870/7054/3751/3728/30845/1829/5350/1909/10699/8913/481/55328/3320/4193"
"GO:0009060","GO:0009060","aerobic respiration",194,0.421375794931772,1.84254238212595,7.33639937915859e-07,7.02071189072207e-05,6.05867240594628e-05,1264,"tags=7%, list=4%, signal=7%","4508/4535/4509/4538/4539/4536/4514/4519/4537/4541/4513/4512/4540/79085"
"GO:0060326","GO:0060326","cell chemotaxis",312,-0.421977216369473,-1.71900553672734,8.11942269960806e-07,7.65407071204843e-05,6.60524284973614e-05,8589,"tags=37%, list=25%, signal=28%","7114/1910/301/51411/1441/1235/7941/2826/2185/240/5025/79890/5872/3071/2358/6850/56833/6355/11151/6362/120425/1969/5155/25865/6375/2833/6387/6360/5319/8792/10663/5365/6366/1800/79902/1232/2867/51561/5196/719/7852/3592/57449/6370/7057/57580/387695/6373/245937/4192/406941/6280/1906/27237/54795/54210/64127/3148/80024/1240/3689/7409/1233/5156/728/8829/2829/30817/406948/407008/10563/1880/2249/8600/7130/6363/22914/1839/4015/59341/27202/100528032/6372/3627/4283/7412/6347/6352/3164/6846/1960/3569/9023/3553/8740/503618/101/5197/6348/2921/6504/140596/1269/1236/3929/6374/5054/26228/6364/494336/100130520/6351/414062/6288/3576/6354"
